from_id,relation,to_id,layer,confidence,notes
nakshatra:14,nakshatra_associated_deity,deity:vishvakarma,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:14,nakshatra_ruling_graha,graha:mars,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:15,nakshatra_associated_deity,deity:vayu,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:15,nakshatra_ruling_graha,graha:rahu,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:16,nakshatra_associated_deity,deity:indraagni,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:16,nakshatra_ruling_graha,graha:jupiter,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:17,nakshatra_associated_deity,deity:mitra,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:17,nakshatra_ruling_graha,graha:saturn,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:18,nakshatra_associated_deity,deity:indra,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:18,nakshatra_ruling_graha,graha:mercury,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:19,nakshatra_associated_deity,deity:nirriti,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:19,nakshatra_ruling_graha,graha:ketu,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:20,nakshatra_associated_deity,deity:apas,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:20,nakshatra_ruling_graha,graha:venus,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:21,nakshatra_associated_deity,deity:vishvadevas,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:21,nakshatra_ruling_graha,graha:sun,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:22,nakshatra_associated_deity,deity:vishnu,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:22,nakshatra_ruling_graha,graha:moon,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:23,nakshatra_associated_deity,deity:vasus,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:23,nakshatra_ruling_graha,graha:mars,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:24,nakshatra_associated_deity,deity:varuna,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:24,nakshatra_ruling_graha,graha:rahu,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:25,nakshatra_associated_deity,deity:ajaekapada,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:25,nakshatra_ruling_graha,graha:jupiter,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:26,nakshatra_associated_deity,deity:ahirbudhnya,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:26,nakshatra_ruling_graha,graha:saturn,jyotisha,model_layered,from nakshatra.yaml ruler
nakshatra:27,nakshatra_associated_deity,deity:pushan,jyotisha,model_layered,from nakshatra.yaml deity
nakshatra:27,nakshatra_ruling_graha,graha:mercury,jyotisha,model_layered,from nakshatra.yaml ruler
tithi:1,tithi_associated_nitya_devi,nitya_devi:kameshvari,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:2,tithi_associated_nitya_devi,nitya_devi:bhagamalini,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:3,tithi_associated_nitya_devi,nitya_devi:nityaklinna,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:4,tithi_associated_nitya_devi,nitya_devi:bherunda,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:5,tithi_associated_nitya_devi,nitya_devi:vahnivasini,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:6,tithi_associated_nitya_devi,nitya_devi:mahavajreshvari,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:7,tithi_associated_nitya_devi,nitya_devi:shivaduti,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:8,tithi_associated_nitya_devi,nitya_devi:tvarita,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:9,tithi_associated_nitya_devi,nitya_devi:kulasundari,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:10,tithi_associated_nitya_devi,nitya_devi:nitya,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:11,tithi_associated_nitya_devi,nitya_devi:nilapataka,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:12,tithi_associated_nitya_devi,nitya_devi:vijaya,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:13,tithi_associated_nitya_devi,nitya_devi:sarvamangala,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:14,tithi_associated_nitya_devi,nitya_devi:jvalamalini,tantra_time,model_layered,from nitya_devi_mapping.csv
tithi:15,tithi_associated_nitya_devi,nitya_devi:chitra,tantra_time,model_layered,from nitya_devi_mapping.csv
deity:surya,identity_bridge,graha:surya,heuristic,model_layered,very conservative identity bridge
deity:chandra,identity_bridge,graha:chandra,heuristic,model_layered,very conservative identity bridge
